stage,date_of_status_update,district,address,street_dir,street_name,city,cleared_by_employee,billed_adder_notes,billed_adder_other,cb_date,cb_report,clear_date,cleared_by,client_no,co_install_y_n,conflict_repair_date,crew_lead,crew_tech,depth_1,depth_2,depth_3,depth_4,depth_5,desc_1,desc_2,desc_3,desc_4,desc_5,dig_hrs,dig_y_n,dir_lat_frm_mh,dist_1,dist_2,dist_3,dist_4,dist_5,dist_mh_to_lat,door_tag_date1,door_tag_date2,door_tag_date3,end_mh,field_notes,gas_main_clr_date,gas_main_clr_method,gas_service_clr_date,gas_service_clr_method,inspection_hourly,inspection_type,inspector,lat_inspection_push_camera_ea,latitude,longitude,measurements_y_n,no_videos_today,no_videos_total,notes_doortag,notes_extra,num_of_co_installs,phase,photo_map,pipe_complete,project_no,pv_stage,qa_comments_1,qa_comments_2,qa_comments_3,qa_name,qa_pass_fail_1,qa_pass_fail_2,qa_pass_fail_3,qc_comments_1,qc_comments_2,qc_comments_3,qc_date_1,qc_date_2,qc_date_3,qc_name_1,qc_name_2,qc_name_3,qc_p_f_1,qc_p_f_2,qc_p_f_3,ref_1,ref_2,ref_3,ref_4,ref_5,rerun_deadline,rerun_y_n,sanitary_main_cleaning_lf,sanitary_main_inspection_lf,sewer_lat_inspection_lat_launch_ea,sewer_lateral_cleaning_lf,sewer_ml_ft,sewer_type,site_photos,start_mh,state,status_update,storm_main_cleaning_lf,storm_main_inspection_lf,street_direction,time,to_bldg,utility_type,video_1,video_2,video_3,video_date_1,video_date_2,video_date_3,video_device_1,video_device_2,video_device_3,video_type,video_url,video_url_2,video_url_3
COMPLETE NO BILL,2025-08-07,,7600,,Alpine Dr,El Paso,,,,,,2025/08/07,4600,Kingman Alpine relo El Paso ,,,Jason Claunch,Kyle Graham ,,,,,,End/tie in,,,,,,,,40.5,,,,,,,,,,,2025/08/07,PO,2025/08/07,PO,,Post,One Gas,1,31.7597,-106.363,yes,1,1,,08/07/2025 4600 Pushed this second CO to ensure it ties into main lateral. This is clear and will not cross gas,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_7d9823_cdv_photo_034_1754609836246.jpg"",""rid"":39650301,""lid"":""6728851"",""fid"":""1106"",""field"":""photo_map"",""title"":""mdc_photo_mdc_7d9823_cdv_photo_034_1754609836246.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0723,COMPLETE NO BILL,,,,,,,,PASS-JAB,,,2025/08/29,,,Jay Brown,,,Pass,,,,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_68ca2d_cdv_photo_031_1754609736365.jpg"",""rid"":39650294,""lid"":""6728851"",""fid"":""1106"",""field"":""site_photos"",""title"":""mdc_photo_mdc_68ca2d_cdv_photo_031_1754609736365.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_536026_cdv_photo_032_1754609736365.jpg"",""rid"":39650295,""lid"":""6728851"",""fid"":""1106"",""field"":""site_photos"",""title"":""mdc_photo_mdc_536026_cdv_photo_032_1754609736365.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/07,,,,17:32,ET 1,2,Kyle Graham ,,,2025/08/07,,,-----------------,,,Push Camera,https://pipeviewamerica.sharefile.com/home/shared/fod342e6-e61f-4aaa-9829-e2850a3f2e6c,,
PO,2025-09-10,,313,,I ST NW,MIAMI ,,,,,,,,K ST NW/3 AVE NW ,,,N/A,,,,,,,,,,,,,,North,,,,,,,,,,,,,,,,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8791,-94.888,,,,,,,One Gas,,N/A,0406,PO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lateral Inspection,,MH 910 3RD AVE NW ,OK,2025/09/10,,,,,,2,N/A,,,,,,N/A,,,,,,
COMPLETE,2025-05-06,,307,,SW ROOSEVELT ST,TOPEKA ,,,,,,2025/05/06,2400,PW-24R2-TOPEKA-2ND AND ORCHARD ,,,Edgar Atwood,Michael Parrish,0,0,,,,TAP,END/CAPPED,,,,,,South,31.6,67.3,,,,31.6,,,,,ABANDONED LINE,2025/05/06,LETS,2025/05/06,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,39.0614,-95.7034,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_dfbc35_cdv_photo_000_1746551777652.jpg"",""rid"":38452689,""lid"":""6728851"",""fid"":""606"",""field"":""photo_map"",""title"":""mdc_photo_mdc_dfbc35_cdv_photo_000_1746551777652.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,,,,2025/09/10,,,Katy Thompson,,,Pass,,,A,,,,,,,,,1,,,Lateral Inspection,,MH  300 SW ORCHARD ST,KS,2025/05/06,,,,12:09,,2,Edgar Atwood,,,2025/05/06,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/f07d45ed-0e01-464c-90df-fa9dd79e7af5?t=2.004673&limit=30&offset=60&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+,,
COMPLETE NO BILL,2025-08-07,,121,,Manor pl,El paso,,,,,,2025/08/07,---------------------,Manor pl el paso,,,---------------------,---------------------,0,,,,,End,,,,,,No,,46,,,,,,,,,,,2025/08/07,LETS,2025/08/07,LETS,,Post,Scott.lovelady@Onegas.com ,,31.7381,-106.254,yes,1,1,,"Truck5100 
Lead - Christian E. Tech - Derek K.
Line runs away from gas no conflict at all",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_01cc7b_cdv_photo_013_1754619829114.jpg"",""rid"":39651014,""lid"":""6728851"",""fid"":""1124"",""field"":""photo_map"",""title"":""mdc_photo_mdc_01cc7b_cdv_photo_013_1754619829114.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0723,COMPLETE NO BILL,,,,,,,,"NO CROSSINGS, NO CONFLICTS",,,2025/09/11,,,Katy Thompson,,,Pass,,,A,,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_9c8831_cdv_photo_012_1754619829114.jpg"",""rid"":39651012,""lid"":""6728851"",""fid"":""1124"",""field"":""site_photos"",""title"":""mdc_photo_mdc_9c8831_cdv_photo_012_1754619829114.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/07,,,,20:22,,2,---------------------,,,2025/08/07,,,-----------------,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/ead44c06-7a66-4380-8d6b-be03e0b32f7a?t=1.755853&limit=30&offset=0&status=uploaded&issues=false&project=25PV0406+ONE+GAS+&ordering=Inspection_Date&client_reviewed=false,,
COMPLETE NO BILL,2025-08-07,,157,,Manor Pl,El paso,,,,,,2025/08/07,4600,Manor Pl,,,Jason Claunch,Kyle Graham ,,,,,,End,12T buried CO in front yard. ,,,,,,,45.6,10.6,,,,,,,,,,2025/08/07,PO,2025/08/07,PO,,Post,One Gas,1,31.7467,-106.386,yes,1,1,,"08/07/2025 4600 pushed from clean out in the rear of the house, and zeroed out at the edge of foundation on the front of house then to mainline, this lateral will not cross gas in anyway. This is clear. ",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_b8f7d5_cdv_photo_037_1754615407397.jpg"",""rid"":39650689,""lid"":""6728851"",""fid"":""1109"",""field"":""photo_map"",""title"":""mdc_photo_mdc_b8f7d5_cdv_photo_037_1754615407397.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0723,COMPLETE NO BILL,,,,,,,,"UPDATE JAB
PO VID CLEARS

8/14/15 C MOREN, DIDNT GO TO FOUNDATION, WAITING ON PO VIDEO


https://pipeviewamerica.sharefile.com/home/shared/fo236903-be23-4877-b141-b4eebb6b0754",,,2025/08/29,,,Jay Brown,,,Pass,,,,,,,,,,,,,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_d764fd_cdv_photo_036_1754615341145.jpg"",""rid"":39650685,""lid"":""6728851"",""fid"":""1109"",""field"":""site_photos"",""title"":""mdc_photo_mdc_d764fd_cdv_photo_036_1754615341145.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/07,,,,19:03,,2,Kyle Graham ,,,2025/08/07,,,-----------------,,,Push Camera,https://pioneer.sewerai.com/dashboard/review/7863eddd-9bcd-48de-bbae-5ed1bd83bc48?t=0&limit=30&offset=0&inspection_datetime__lte=2025-08-12T23%3A59%3A59-05%3A00&status=uploaded&client_reviewed=false&ordering=-Inspection_Date&issues=false&project=25PV0406+ONE+GAS+,,
COMPLETE,2025-09-10,,314,,J ST NW ,MIAMI ,,,,,,2025/09/10,2400,K ST NW/3 AVE NW ,,,James Atwood,Michael Parrish,0,0,,,,TAP,END,,,,,,North,241,69.5,,,,241,,,,,,2025/09/10,LETS,2025/09/10,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8791,-94.888,yes,1,1,,CLEAR / NO NEW GAS ,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_e40b96_cdv_photo_003_1757536689383.jpg"",""rid"":40106253,""lid"":""6728851"",""fid"":""1268"",""field"":""photo_map"",""title"":""mdc_photo_mdc_e40b96_cdv_photo_003_1757536689383.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,"BAD VISUAL FROM 21FT TO 30FT, 46FT TO 55FT, CLEAR ON PULLBACK",,,2025/09/18,,,Charlton Moren,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 910 3RD AVE NW ,OK,2025/09/10,,,,15:30,A,2,James Atwood,,,2025/09/10,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/0fafd53f-9859-459e-ae63-05dfcb4e80ae?t=0&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+&inspection_datetime__lte=2025-09-10T23%3A59%3A59-05%3A00,,
COMPLETE,2025-06-04,,STMH 10001 W 93RD ST ,,MOODY PARK DR ,OVERLAND PARK ,,,,,,2025/06/04,,SOUTHDALE/95 AND NEIMAN ,,,Edgar Atwood,Carter Pacheco,0,0,,,,STMH 10001 W 93RD ST ,STMH 10001 A W 93RD ST ,,,,,No,,0,46.7,,,,,,,,STM 10001 A W 93RD ST,,2025/06/04,ML,2025/06/04,ML,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9598,-94.7013,yes,1,1,,UPDATED BY TEAM #1059 ML,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_ee0f07_cdv_photo_000_1749057421741.jpg"",""rid"":38780551,""lid"":""6728851"",""fid"":""829"",""field"":""photo_map"",""title"":""mdc_photo_mdc_ee0f07_cdv_photo_000_1749057421741.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",No,0403,COMPLETE,,,,,,,,,,,2025/09/10,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,,,,Main Inspection,,STMH 10001 W 93RD ST ,KS,2025/06/04,,46.7,,11:17,STM 10001 A W 93RD ST,3,Edgar Atwood,,,2025/06/04,,,1059 ML,,,CCTV,https://pioneer.sewerai.com/dashboard/review/0e211580-0d7b-4f6e-8a01-935fd181f819?t=2.91181&limit=30&offset=60&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+,,
COMPLETE,2025-09-10,,325,,I ST NW,MIAMI ,,,,,,2025/09/10,2400,K ST NW/3 AVE NW ,,,James Atwood,Michael Parrish,0,38,0,0,,TAP,GMI,9T,END,,,,North,314.5,9.1,70.1,86.3,,314.5,,,,,,2025/09/10,LETS,2025/09/10,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8791,-94.888,yes,1,1,,NO NEW GAS SERVICE / GMI CLEAR,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_411723_cdv_photo_006_1757539208262.jpg"",""rid"":40106438,""lid"":""6728851"",""fid"":""1271"",""field"":""photo_map"",""title"":""mdc_photo_mdc_411723_cdv_photo_006_1757539208262.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,GMI IS CLEAR,,,2025/09/29,,,Katy Thompson,,,Pass,,,A,B,C,D,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_546035_cdv_photo_004_1757538817442.jpg"",""rid"":40106413,""lid"":""6728851"",""fid"":""1271"",""field"":""site_photos"",""title"":""mdc_photo_mdc_546035_cdv_photo_004_1757538817442.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 910 3RD AVE NW ,OK,2025/09/10,,,,16:09,,2,James Atwood,,,2025/09/10,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/6b0d65df-0efc-4580-bbfa-19d364363d86?t=0&limit=30&offset=0&project=25PV0406+ONE+GAS+&city=MIAMI&inspection_datetime__gte=2025-09-10T00%3A00%3A00-05%3A00&inspection_datetime__lte=2025-09-10T23%3A59%3A59-05%3A00,,
COMPLETE,2025-06-04,,10008,,W 93RD ST,OVERLAND PARK ,,,,,,2025/06/04,1800,SOUTHDALE/95 AND NEIMAN ,,,N/A,Tiffanie Gibson,0,80,0,,,TAP,GMI,END,,,,,West,119.6,2.5,55.3,,,119.6,,,,10100 W 93RD ST,,2025/06/04,LETS,2025/06/04,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9597,-94.7021,yes,1,1,,VIDEO 1 IS CAI AND CREW LEAD,,One Gas,,Yes,0403,COMPLETE,,,,,,,,GMI IS CLEAR,,,2025/09/10,,,Katy Thompson,,,Pass,,,A,B,C,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_929dc5_cdv_photo_001_1749055756300.jpg"",""rid"":38780077,""lid"":""6728851"",""fid"":""833"",""field"":""site_photos"",""title"":""mdc_photo_mdc_929dc5_cdv_photo_001_1749055756300.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 10002 W 93RD ST ,KS,2025/06/04,,,West,11:45,,2,N/A,,,2025/06/04,,,1800 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/34d54e1f-9030-4a57-8b87-8a3d5d9cedcb?t=1.233863&limit=30&offset=60&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+,,
COMPLETE NO BILL,2025-08-07,,112,,Manor Pl,El Paso,,,,,,2025/08/07,---------------------,Manor Pl El paso,,,---------------------,---------------------,0,0.48,,,,End,GMI,,,,,No,,50,25,,,,,,,,,,2025/08/07,LETS,2025/08/07,LETS,,Post,Scott.lovelady@Onegas.com ,,31.7444,-106.387,yes,1,1,,"08/06/2025 Truck5100 
Lead - Christian E. Tech - Derek K. 
Property is complete and clear
End @ 50
GMI @ 25 @ 0.48",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_1f433a_cdv_photo_002_1754617842582.jpg"",""rid"":39650851,""lid"":""6728851"",""fid"":""1114"",""field"":""photo_map"",""title"":""mdc_photo_mdc_1f433a_cdv_photo_002_1754617842582.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0723,COMPLETE NO BILL,,,,,,,,,,,2025/09/11,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_dcf0d0_cdv_photo_000_1754617842582.jpg"",""rid"":39650849,""lid"":""6728851"",""fid"":""1114"",""field"":""site_photos"",""title"":""mdc_photo_mdc_dcf0d0_cdv_photo_000_1754617842582.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false},{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_e6eb3e_cdv_photo_001_1754617842582.jpg"",""rid"":39650850,""lid"":""6728851"",""fid"":""1114"",""field"":""site_photos"",""title"":""mdc_photo_mdc_e6eb3e_cdv_photo_001_1754617842582.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",,TX,2025/08/07,,,,17:56,,2,---------------------,,,2025/08/07,,,-----------------,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/b3f782c1-77b2-4ced-9172-16e1050b8074?t=2.845115&limit=30&offset=0&status=uploaded&issues=false&project=25PV0406+ONE+GAS+&ordering=Inspection_Date&client_reviewed=false,,
COMPLETE,2025-09-11,,1119,,2ND AVE NW,MIAMI,,,,,,2025/09/11,1700,K ST NW / 3 AVE NW ,,,Edgar Atwood,,0,44,0,,,TAP,GMI,END/CAP,,,,,South,68.6,9.9,40.1,,,68.6,,,,,,2025/09/11,LETS,2025/09/11,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8777,-94.8902,yes,1,1,,"TECH: TINAI MITCHELL
PUSHED TO CAPPED LINE, LINE IS CLEAR, ABANDONED LOT",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_333b20_cdv_photo_004_1757622085014.jpg"",""rid"":40120156,""lid"":""6728851"",""fid"":""1308"",""field"":""photo_map"",""title"":""mdc_photo_mdc_333b20_cdv_photo_004_1757622085014.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,PASS-CAM,,,2025/09/17,,,Charlton Moren,,,Pass,,,,,,,,,,,,1,,,Lateral Inspection,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_3c8641_cdv_photo_003_1757621890955.jpg"",""rid"":40120148,""lid"":""6728851"",""fid"":""1308"",""field"":""site_photos"",""title"":""mdc_photo_mdc_3c8641_cdv_photo_003_1757621890955.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",MH 203 K ST NW,OK,2025/09/11,,,,15:13,,2,Edgar Atwood,,,2025/09/11,,,1700 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/79e2b111-98be-4500-bfa8-e0c045d10770?t=1&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+,,
COMPLETE,2025-09-10,,301,,K ST NW,MIAMI ,,,,,,2025/09/10,2400,K ST NW/3 AVE NW ,,,James Atwood,Michael Parrish,0,0,,,,TAP,END,,,,,,North,31.2,61.1,,,,31.2,,,,,NO GAS / CLEAR,2025/09/10,LETS,2025/09/10,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8791,-94.8902,yes,1,1,,,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_b16873_cdv_photo_001_1757516135293.jpg"",""rid"":40102415,""lid"":""6728851"",""fid"":""1234"",""field"":""photo_map"",""title"":""mdc_photo_mdc_b16873_cdv_photo_001_1757516135293.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,VIDEO IS BLURRY BUT THERE ARE NO GAS CROSSINGS. THIS LINE IS CLEAR. NO CONFLICTS,,,2025/09/29,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 1118 3RD AVE NW  ,OK,2025/09/10,,,,09:45,,2,James Atwood,,,2025/09/10,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/ea6bae9f-bb41-437f-93bb-d39230dc6ecc?t=9.962661&limit=30&offset=0&city=MIAMI&inspection_datetime__gte=2025-09-10T00%3A00%3A00-05%3A00&inspection_datetime__lte=2025-09-11T23%3A59%3A59-05%3A00,,
COMPLETE,2025-09-10,,316,,J ST NW ,MIAMI ,,,,,,2025/09/10,2400,K ST NW/3 AVE NW ,,,James Atwood,Michael Parrish,0,0,,,,TAP,END,,,,,,North,294.6,8.4,,,,294.6,,,,,,2025/09/10,LETS,2025/09/10,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8791,-94.888,yes,1,1,,NO GAS / OFFSET / CLEAR,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_1aa74f_cdv_photo_009_1757540750298.jpg"",""rid"":40106754,""lid"":""6728851"",""fid"":""1270"",""field"":""photo_map"",""title"":""mdc_photo_mdc_1aa74f_cdv_photo_009_1757540750298.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,Katy Thompson,Pass,,,PASS-CAM,,,2025/09/18,,,Charlton Moren,,,Pass,,,A,B,,,,,,,,1,,,Lateral Inspection,,MH 910 3RD AVE NW ,OK,2025/09/10,,,,,,2,James Atwood,,,2025/09/10,,,2400 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/dc36ff88-a113-46e1-9681-e82e20d2a992?t=0&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&ordering=-Inspection_Date&project=25PV0406+ONE+GAS+&inspection_datetime__lte=2025-09-10T23%3A59%3A59-05%3A00,,
COMPLETE,2025-09-10,,305,,L ST NW,MIAMI,,,,,,2025/09/10,1700,K ST NW / 3 AVE NW ,,,Carter Pacheco,,0,52,0,,,TAP,GMI,END/DEFORMED PIPE,,,,,North,133.2,14.3,34.4,,,133.2,,,,,,2025/09/10,LETS,2025/09/10,LETS,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,36.8791,-94.8915,yes,1,1,,"TECH: TINAI MITCHELL
PUSHED TO DEFORMED PIPE, GMI CLEARED, NO NEW SERVICES RECEIVED",,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_504b15_cdv_photo_005_1757526295184.jpg"",""rid"":40104660,""lid"":""6728851"",""fid"":""1248"",""field"":""photo_map"",""title"":""mdc_photo_mdc_504b15_cdv_photo_005_1757526295184.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0406,COMPLETE,,,,,,,,"GMI IS CLEAR, THIS LINE HAS NO OTHER CROSSINGS AND SHOULD BE CLEAR.",,,2025/09/29,,,Katy Thompson,,,Pass,,,,,,,,,,,,1,,,Lateral Inspection,,MH 307 L ST NW,OK,2025/09/10,,,,12:23,,2,Carter Pacheco,,,2025/09/10,,,1700 LETS,,,Lateral Launch,https://pioneer.sewerai.com/dashboard/review/4a1e67dd-a8c1-42bc-8fe9-a175a9120956?t=5.839392&limit=30&offset=30&city=MIAMI&inspection_datetime__gte=2025-09-10T00%3A00%3A00-05%3A00&inspection_datetime__lte=2025-09-11T23%3A59%3A59-05%3A00,,
COMPLETE,2025-06-04,,STMH 10001 W 93RD ST ,,93RD ST,OVERLAND PARK ,,,,,,2025/06/04,,SOUTHDALE/95 AND NEIMAN ,,,Edgar Atwood,Carter Pacheco,0,0,,,,STMH 10001 W 93RD ST ,STMH 9300 STURGEON ST,,,,,No,,0,718.3,,,,,,,,STMH 9300 STURGEON ST,,2025/06/04,ML,2025/06/04,ML,,Post,SCOTT.LOVELADY@ONEGAS.COM ,,38.9598,-94.7013,yes,1,1,,UPDATED BY TEAM #1059 ML,,One Gas,"___json[{""pathname"":""/Collected Media/map_2662324/layer_6728851/mdc_photo_mdc_66616a_cdv_photo_001_1749057552524.jpg"",""rid"":38780573,""lid"":""6728851"",""fid"":""834"",""field"":""photo_map"",""title"":""mdc_photo_mdc_66616a_cdv_photo_001_1749057552524.jpg"",""ext"":""jpg"",""panorama"":false,""isDir"":false}]",Yes,0403,COMPLETE,,,,,,,,,,,2025/09/10,,,Katy Thompson,,,Pass,,,A,B,,,,,,,,,,718.3,Main Inspection,,STMH 10001 W 93RD ST ,KS,2025/06/04,,718.3,West,12:10,STMH 9300 STURGEON ST,3,Edgar Atwood,,,2025/06/04,,,1059 ML,,,CCTV,https://pioneer.sewerai.com/dashboard/review/d0af7fd8-c9c7-4fc4-b2f4-1d6cf17514f9?t=2.149706&limit=30&offset=0&status=uploaded&client_reviewed=false&issues=false&project=25PV0406+ONE+GAS+&ordering=Inspection_Date,,
